# #"Time" "KineticEnergy" "SolenoidalDissipation" "DilatationalDissipation""
1.344999999999999929e+01 5.427021965520829189e-02 8.235912009496242081e-03 9.013623814270831764e-05
1.350000000000000000e+01 5.385579262464493255e-02 8.161677189590410206e-03 9.093604795932769649e-05
1.355000000000000071e+01 5.345386912866682133e-02 8.087422144566662821e-03 9.041475860620849586e-05
1.359999999999999964e+01 5.306461921211332033e-02 8.013822116409427543e-03 8.943632840281353095e-05
1.365000000000000036e+01 5.268736622880398901e-02 7.940452099866233959e-03 8.887074008379131009e-05
1.369999999999999929e+01 5.231929922971129132e-02 7.865379875875077795e-03 8.821088212458416406e-05
1.375000000000000000e+01 5.195755584902316676e-02 7.786570538473315019e-03 8.720659690145403679e-05
1.380000000000000071e+01 5.160135032680630840e-02 7.702937571243383304e-03 8.673388387872837122e-05
1.384999999999999964e+01 5.125087077880650932e-02 7.615311580607667455e-03 8.667143654604442791e-05
1.390000000000000036e+01 5.090687021628767517e-02 7.526778341117315412e-03 8.597322641788050941e-05
1.394999999999999929e+01 5.057203773564845212e-02 7.439703731178306904e-03 8.493841911000199886e-05
1.400000000000000000e+01 5.024969517939537750e-02 7.353995769293978670e-03 8.443714834107085001e-05
1.405000000000000071e+01 4.994154824190586567e-02 7.269081765455194175e-03 8.483758120154961653e-05
1.409999999999999964e+01 4.964684289684891810e-02 7.185065543302334573e-03 8.631628754925914826e-05
1.415000000000000036e+01 4.936238916393369258e-02 7.102597965323365937e-03 8.812956722411326984e-05
1.419999999999999929e+01 4.908423791913688050e-02 7.023077302263119014e-03 8.873835045872256516e-05
1.425000000000000000e+01 4.880994643110037057e-02 6.947540290383622842e-03 8.830928860222920281e-05
