# #"Time" "KineticEnergy" "SolenoidalDissipation" "DilatationalDissipation""
1.430000000000000071e+01 4.853793460772186374e-02 6.875972953052259667e-03 8.779724760996179031e-05
1.434999999999999964e+01 4.826653224885463916e-02 6.808336431840434841e-03 8.695117941480130872e-05
1.440000000000000036e+01 4.799619409826397926e-02 6.744966727751306942e-03 8.590895526628010491e-05
1.444999999999999929e+01 4.772868513237685240e-02 6.685652873814106403e-03 8.588709169994109699e-05
1.450000000000000000e+01 4.746243102179467654e-02 6.627648209109902010e-03 8.687333539137616378e-05
1.455000000000000071e+01 4.719283559619635166e-02 6.566906682616099021e-03 8.720552452499978526e-05
1.459999999999999964e+01 4.691738334148377182e-02 6.502710583643056715e-03 8.630434789443388840e-05
1.465000000000000036e+01 4.663578095216303759e-02 6.436365813752635903e-03 8.453400349430739680e-05
1.469999999999999929e+01 4.634777677995711304e-02 6.368856382779777489e-03 8.247958519151435386e-05
1.475000000000000000e+01 4.605267654117942144e-02 6.300745776668190655e-03 8.079110983735881895e-05
1.480000000000000071e+01 4.574935102015733474e-02 6.231693107322789499e-03 7.936597133409232488e-05
1.484999999999999964e+01 4.543770173194259382e-02 6.161127135977149429e-03 7.787805396383629065e-05
1.490000000000000036e+01 4.512007547888159664e-02 6.089231644980609356e-03 7.622004536204040302e-05
1.494999999999999929e+01 4.480064570721238593e-02 6.017037458680569474e-03 7.454802841171622222e-05
1.500000000000000000e+01 4.448310458429157593e-02 5.946070331311784779e-03 7.290183956264519331e-05
1.505000000000000071e+01 4.416984731830656680e-02 5.877637554318644597e-03 7.076053050993941120e-05
1.509999999999999964e+01 4.386393040254712300e-02 5.812095092604867980e-03 6.861385450856759868e-05
1.515000000000000036e+01 4.356849981540441424e-02 5.749173226691783184e-03 6.750936685195192655e-05
1.519999999999999929e+01 4.328440379636734614e-02 5.688873716727830404e-03 6.683902036594227840e-05
1.525000000000000000e+01 4.301157840202748939e-02 5.631589476848021351e-03 6.528756981431506302e-05
1.530000000000000071e+01 4.275127460324019274e-02 5.578197064055130140e-03 6.313924661623313808e-05
1.534999999999999964e+01 4.250390231680870046e-02 5.529076790441758878e-03 6.149247511280700712e-05
1.540000000000000036e+01 4.226661403380334303e-02 5.483014841796830623e-03 6.056784035181626879e-05
1.544999999999999929e+01 4.203495599853247083e-02 5.438074565897696097e-03 5.998762585162185646e-05
1.550000000000000000e+01 4.180541026061028453e-02 5.393115385682322425e-03 5.943234431915916564e-05
1.555000000000000071e+01 4.157654612919688131e-02 5.347990723275579568e-03 5.827439352264627745e-05
1.559999999999999964e+01 4.134966983389109368e-02 5.302972500976175022e-03 5.680673172506503862e-05
1.565000000000000036e+01 4.112641938535124136e-02 5.258423900003544697e-03 5.600195051701739818e-05
1.569999999999999929e+01 4.090529998861253125e-02 5.214481889307498279e-03 5.580107009634375820e-05
1.575000000000000000e+01 4.068244241286814167e-02 5.170973922330885861e-03 5.542517558084800953e-05
1.580000000000000071e+01 4.045452328129858083e-02 5.127674822118133587e-03 5.492361178286373749e-05
1.584999999999999964e+01 4.021888925149291749e-02 5.084346848935820083e-03 5.498698945338837508e-05
1.590000000000000036e+01 3.997138539602607815e-02 5.040774074494837852e-03 5.580241229063830782e-05
1.594999999999999929e+01 3.970598427420109211e-02 4.996977687692269118e-03 5.611100290962494573e-05
1.600000000000000000e+01 3.941928622079640676e-02 4.953373494911939186e-03 5.430424772980622618e-05
1.605000000000000071e+01 3.911619706039130839e-02 4.910514837419614059e-03 5.039135720464400954e-05
1.610000000000000142e+01 3.881003973962366543e-02 4.868474209387785995e-03 4.673517893720418443e-05
1.614999999999999858e+01 3.851432626941055093e-02 4.826569987116380994e-03 4.510636012963484476e-05
1.619999999999999929e+01 3.823568885096907677e-02 4.784056710954755209e-03 4.560693278285675017e-05
1.625000000000000000e+01 3.797276567484438731e-02 4.740891487048939056e-03 4.773395431493409518e-05
1.630000000000000071e+01 3.771801650008559104e-02 4.697130808210932089e-03 5.016230156370438565e-05
1.635000000000000142e+01 3.746283641096949391e-02 4.652347976881545527e-03 5.134781494974158901e-05
1.639999999999999858e+01 3.720318545015156159e-02 4.605979747084900516e-03 5.131832107165828637e-05
1.644999999999999929e+01 3.693983503553271291e-02 4.557922394093126030e-03 5.091737420838326144e-05
1.650000000000000000e+01 3.667529560693353480e-02 4.508587567012291818e-03 5.046085174153559262e-05
1.655000000000000071e+01 3.641203231833875509e-02 4.458697597384918623e-03 4.998722630701959313e-05
1.660000000000000142e+01 3.615189035315811289e-02 4.409318476531654159e-03 4.949714429979213065e-05
1.664999999999999858e+01 3.589595437224209207e-02 4.361819061615970425e-03 4.892530124923213995e-05
1.669999999999999929e+01 3.564458735018968816e-02 4.317224922824185705e-03 4.811979597201571400e-05
1.675000000000000000e+01 3.539777892875671517e-02 4.275699702464510164e-03 4.700553566897288445e-05
1.680000000000000071e+01 3.515573089471459717e-02 4.236595261773094638e-03 4.615004090694245568e-05
1.685000000000000142e+01 3.491794492226094060e-02 4.198957820932846564e-03 4.635135112756863442e-05
1.689999999999999858e+01 3.468197180168330895e-02 4.162096963131800553e-03 4.714022944192402327e-05
1.694999999999999929e+01 3.444564837942272473e-02 4.125776089154650078e-03 4.758194473702460382e-05
1.700000000000000000e+01 3.420958950792252901e-02 4.089997375786770355e-03 4.759623880041763492e-05
1.705000000000000071e+01 3.397607090271264479e-02 4.054615396611858068e-03 4.716926660314202380e-05
1.710000000000000142e+01 3.374746135991811558e-02 4.019347979823593292e-03 4.639392428609542926e-05
1.714999999999999858e+01 3.352560815735161626e-02 3.984148980335332733e-03 4.481175941282417816e-05
1.719999999999999929e+01 3.331433800135552570e-02 3.949156910097226421e-03 4.195212885166518509e-05
1.725000000000000000e+01 3.312132772780954776e-02 3.914476944467053243e-03 4.006731567505281702e-05
1.730000000000000071e+01 3.295047689844667754e-02 3.880310297938063639e-03 4.030224321127403155e-05
1.735000000000000142e+01 3.279769172494113177e-02 3.847016430408228133e-03 4.136895766752772492e-05
1.739999999999999858e+01 3.265632767306268086e-02 3.814824274299666394e-03 4.161946351760066739e-05
1.744999999999999929e+01 3.252353160350769656e-02 3.783592763694934667e-03 4.117897008819039847e-05
1.750000000000000000e+01 3.239973222114145984e-02 3.752958595468662908e-03 4.119361857823096559e-05
1.755000000000000071e+01 3.228412351738661756e-02 3.722577217825688393e-03 4.205924334036652523e-05
1.760000000000000142e+01 3.217289174959063469e-02 3.692300561218522098e-03 4.305482162743806728e-05
1.764999999999999858e+01 3.206147361810505331e-02 3.662236642539966683e-03 4.353866284478921775e-05
1.769999999999999929e+01 3.194680727664381270e-02 3.632495916673447560e-03 4.349634785900823215e-05
1.775000000000000000e+01 3.182757625284791253e-02 3.603076833913568169e-03 4.338546831665560918e-05
1.780000000000000071e+01 3.170282362439483248e-02 3.573925337990746000e-03 4.369453961602878003e-05
1.785000000000000142e+01 3.157060044558346323e-02 3.545034182407893336e-03 4.420446420988534013e-05
1.789999999999999858e+01 3.142892931269108958e-02 3.516664023350924567e-03 4.425502697494346725e-05
1.794999999999999929e+01 3.127764643230289410e-02 3.489185987276024938e-03 4.371927810794208391e-05
1.800000000000000000e+01 3.111836941836774312e-02 3.462935346183367447e-03 4.287024209941271626e-05
1.805000000000000071e+01 3.095344132149219565e-02 3.438227954288013491e-03 4.220611570256761904e-05
1.810000000000000142e+01 3.078411336255818670e-02 3.415318021658808080e-03 4.235837583161890170e-05
1.814999999999999858e+01 3.060843604411184887e-02 3.394274262953084296e-03 4.286445079782512304e-05
1.819999999999999929e+01 3.042256735806912055e-02 3.374858673634473401e-03 4.294851300392765731e-05
1.825000000000000000e+01 3.022390752302110337e-02 3.356606849160511264e-03 4.176160076566040640e-05
1.830000000000000071e+01 3.001493783839791901e-02 3.338986456781160156e-03 3.865363597483840232e-05
1.835000000000000142e+01 2.980577157793194015e-02 3.321415349981282107e-03 3.515762173661496663e-05
1.839999999999999858e+01 2.960861981923133129e-02 3.303240467609837392e-03 3.386301050269045066e-05
1.844999999999999929e+01 2.942798656766116780e-02 3.284233341673854691e-03 3.510053654998075484e-05
1.850000000000000000e+01 2.925860707169771271e-02 3.264619115951005162e-03 3.706268534183501879e-05
1.855000000000000071e+01 2.909220484742522372e-02 3.244584540896117836e-03 3.798946159661281929e-05
1.860000000000000142e+01 2.892457699305564164e-02 3.224185553753748223e-03 3.765102448049932919e-05
1.864999999999999858e+01 2.875679208920151053e-02 3.203451508114114540e-03 3.703612631252035513e-05
1.869999999999999929e+01 2.859159015762060760e-02 3.182415934077929658e-03 3.680906321465037841e-05
1.875000000000000000e+01 2.843057492137700260e-02 3.161247209371533407e-03 3.657649414898362370e-05
1.880000000000000071e+01 2.827488417582959060e-02 3.140180924368556319e-03 3.591150661839637929e-05
1.885000000000000142e+01 2.812614947172254257e-02 3.119384965796023670e-03 3.527427256781142165e-05
1.889999999999999858e+01 2.798488445414602788e-02 3.098843115325551189e-03 3.524491855944972491e-05
1.894999999999999929e+01 2.784879883894324226e-02 3.078399486428126837e-03 3.574067234280985128e-05
1.900000000000000000e+01 2.771353364094346697e-02 3.057964616248849948e-03 3.618153625629842512e-05
1.905000000000000071e+01 2.757520982088148762e-02 3.037467505229171725e-03 3.595991324121132401e-05
1.910000000000000142e+01 2.743267903640121338e-02 3.016634791101329219e-03 3.526997627831530123e-05
1.914999999999999858e+01 2.728711871951073481e-02 2.995038454702590031e-03 3.441538573189638367e-05
1.919999999999999929e+01 2.714117177626490518e-02 2.972438939116429577e-03 3.341132547303102951e-05
1.925000000000000000e+01 2.699878605029731871e-02 2.948912434294354099e-03 3.215111091243568679e-05
1.930000000000000071e+01 2.686466838904470050e-02 2.924628564948216110e-03 3.126533204895910186e-05
1.935000000000000142e+01 2.674143502569943653e-02 2.899766257831826871e-03 3.155560860683209805e-05
1.939999999999999858e+01 2.662702777487039457e-02 2.874572624634020440e-03 3.277625335559714828e-05
1.944999999999999929e+01 2.651606077720224802e-02 2.849400231881532401e-03 3.412187040405347996e-05
1.950000000000000000e+01 2.640302252355217899e-02 2.824602707547135740e-03 3.500367184014990904e-05
1.955000000000000071e+01 2.628425087733566798e-02 2.800354081927333098e-03 3.548954494309146401e-05
1.960000000000000142e+01 2.615740463222563164e-02 2.776621319727040800e-03 3.584669522418640212e-05
1.964999999999999858e+01 2.602040634357929288e-02 2.753308936282527087e-03 3.585358911895193522e-05
1.969999999999999929e+01 2.587206121657788585e-02 2.730390555527527265e-03 3.555380553512368149e-05
1.975000000000000000e+01 2.571202623791992575e-02 2.707965186500922022e-03 3.516390886537730829e-05
1.980000000000000071e+01 2.554017939625680481e-02 2.686165613351855323e-03 3.444835819007362974e-05
1.985000000000000142e+01 2.535757637752592691e-02 2.664983332376461532e-03 3.299233562000095977e-05
1.989999999999999858e+01 2.516821513727307211e-02 2.644271129510365661e-03 3.090937516587320591e-05
1.994999999999999929e+01 2.497900461877882589e-02 2.623884877531788926e-03 2.866552400228567526e-05
2.000000000000000000e+01 2.479801980492472510e-02 2.603765565106179805e-03 2.663679043960757696e-05
