# #"Time" "KineticEnergy" "SolenoidalDissipation" "DilatationalDissipation""
2.250000000000000000e+00 1.273666084258584241e-01 7.689956493952195297e-04 9.907541973741900657e-04
2.274999999999999911e+00 1.273315725929569375e-01 7.752723000106925312e-04 1.014977011318114871e-03
2.299999999999999822e+00 1.272937302379869018e-01 7.817307557634194147e-04 1.036940085182868655e-03
2.325000000000000178e+00 1.272532705939374842e-01 7.883751312787352916e-04 1.057122062065172846e-03
2.350000000000000089e+00 1.272103592186467624e-01 7.952095436863601020e-04 1.074274963188509048e-03
2.375000000000000000e+00 1.271652051381534088e-01 8.022363217292877505e-04 1.090305065083521218e-03
2.399999999999999911e+00 1.271179947005584843e-01 8.094566266649053619e-04 1.103214091348490985e-03
2.424999999999999822e+00 1.270690006120130389e-01 8.168687760160537161e-04 1.115162697838241023e-03
2.450000000000000178e+00 1.270184904786292590e-01 8.244725923221267070e-04 1.124173434569820463e-03
2.475000000000000089e+00 1.269668168800417440e-01 8.322625270760909515e-04 1.132378085204982249e-03
2.500000000000000000e+00 1.269143291773507376e-01 8.402362508233636625e-04 1.137619243961671481e-03
2.524999999999999911e+00 1.268614518787944678e-01 8.483859657440915789e-04 1.142562634299974919e-03
2.549999999999999822e+00 1.268085867572808501e-01 8.567069597265800475e-04 1.143927391293254837e-03
2.575000000000000178e+00 1.267562305727042149e-01 8.651912469256785440e-04 1.146299406450998438e-03
2.600000000000000089e+00 1.267048006375553204e-01 8.738319213749491448e-04 1.143629825460084140e-03
2.625000000000000000e+00 1.266548613979248394e-01 8.826206531099160596e-04 1.143453938612947135e-03
2.649999999999999911e+00 1.266068336688913332e-01 8.915476273126842410e-04 1.138276787303038867e-03
2.674999999999999822e+00 1.265612741757649873e-01 9.006059381521481578e-04 1.133773730951361317e-03
2.700000000000000178e+00 1.265186473313951732e-01 9.097857556138479445e-04 1.128743913328799069e-03
2.725000000000000089e+00 1.264793760557658964e-01 9.190788794090622117e-04 1.119532459911715605e-03
2.750000000000000000e+00 1.264439221674110714e-01 9.284768579156661532e-04 1.111354832236247743e-03
2.774999999999999911e+00 1.264126353323226926e-01 9.379717433694168124e-04 1.103210138009308276e-03
2.799999999999999822e+00 1.263857891238294451e-01 9.475562383442592655e-04 1.092469937582063845e-03
2.825000000000000178e+00 1.263636321668746010e-01 9.572252082070916747e-04 1.079997654213366281e-03
2.850000000000000089e+00 1.263463450374547326e-01 9.669715784628352042e-04 1.067193483975279258e-03
2.875000000000000000e+00 1.263340330352075436e-01 9.767897010126034771e-04 1.054216933468705942e-03
2.899999999999999911e+00 1.263267343387706187e-01 9.866781526383420174e-04 1.040645207748457307e-03
2.924999999999999822e+00 1.263244281408842651e-01 9.966346110253652187e-04 1.026254530370351902e-03
2.950000000000000178e+00 1.263270405912771954e-01 1.006657707897829759e-03 1.011117748788819756e-03
2.975000000000000089e+00 1.263344541959231793e-01 1.016748819226631888e-03 9.954225254397896985e-04
3.000000000000000000e+00 1.263465233906172214e-01 1.026911540494620557e-03 9.795447505523042792e-04
3.024999999999999911e+00 1.263630860320990867e-01 1.037151072809501745e-03 9.636709479331330517e-04
3.049999999999999822e+00 1.263839657047065024e-01 1.047477371775312359e-03 9.470125688669213480e-04
3.075000000000000178e+00 1.264089898755773878e-01 1.057903218262799773e-03 9.286552933845086547e-04
3.100000000000000089e+00 1.264380385678960106e-01 1.068439767611562225e-03 9.105216423864476031e-04
3.125000000000000000e+00 1.264710160533431826e-01 1.079107653359824299e-03 8.935465492060757449e-04
3.149999999999999911e+00 1.265078258771682174e-01 1.089926225582166838e-03 8.745354295344442150e-04
3.174999999999999822e+00 1.265484444774920003e-01 1.100917548371944509e-03 8.562847668152245070e-04
3.200000000000000178e+00 1.265928011151263577e-01 1.112107262531935627e-03 8.384981120958400098e-04
3.225000000000000089e+00 1.266407857578014939e-01 1.123520745686982895e-03 8.195841943452250719e-04
3.250000000000000000e+00 1.266922765471972523e-01 1.135182399462064543e-03 8.026174490274570793e-04
3.274999999999999911e+00 1.267470412002876523e-01 1.147112177373492241e-03 7.842220368002017754e-04
3.299999999999999822e+00 1.268048486064653757e-01 1.159325485275621665e-03 7.681592306638776761e-04
3.325000000000000178e+00 1.268653502241941233e-01 1.171834457420482204e-03 7.512340430839686140e-04
3.350000000000000089e+00 1.269281930000288328e-01 1.184648274747451087e-03 7.363461903296411809e-04
3.375000000000000000e+00 1.269929393448401278e-01 1.197777647381735805e-03 7.215857974163372365e-04
3.399999999999999911e+00 1.270591248115524596e-01 1.211233890142466392e-03 7.081832195344031676e-04
3.424999999999999822e+00 1.271262416879180845e-01 1.225033094440732516e-03 6.964700639840157087e-04
3.450000000000000178e+00 1.271936903133755459e-01 1.239185756383085358e-03 6.835178560146595687e-04
3.475000000000000089e+00 1.272609368516132156e-01 1.253702541207894674e-03 6.745060073489004149e-04
3.500000000000000000e+00 1.273272859363351051e-01 1.268592722751054561e-03 6.632198464625980875e-04
3.524999999999999911e+00 1.273921578312292580e-01 1.283851062542089479e-03 6.548660033565100987e-04
3.549999999999999822e+00 1.274548828405095147e-01 1.299476109458192006e-03 6.456502696797543307e-04
3.575000000000000178e+00 1.275148696301039442e-01 1.315452076894871270e-03 6.371315472534479435e-04
3.600000000000000089e+00 1.275715228018816649e-01 1.331766801087360362e-03 6.296540020571410236e-04
3.625000000000000000e+00 1.276242310815723646e-01 1.348398678636294730e-03 6.213744204620161738e-04
3.649999999999999911e+00 1.276724422955885507e-01 1.365321520415454723e-03 6.141279320667673109e-04
3.674999999999999822e+00 1.277156495623057719e-01 1.382503175811143625e-03 6.072184309482691212e-04
3.700000000000000178e+00 1.277534309746697627e-01 1.399899911020474792e-03 5.998953535877809369e-04
3.725000000000000089e+00 1.277854338065954054e-01 1.417458864064246931e-03 5.927403231229982136e-04
3.750000000000000000e+00 1.278112869616597758e-01 1.435128398811502844e-03 5.860828679459519032e-04
3.774999999999999911e+00 1.278305650914553504e-01 1.452863040811644196e-03 5.791641581775183517e-04
3.799999999999999822e+00 1.278428574260324357e-01 1.470625923917396076e-03 5.717674005388834624e-04
3.825000000000000178e+00 1.278478078910848248e-01 1.488396968608139996e-03 5.642926390571665436e-04
3.850000000000000089e+00 1.278451296250568692e-01 1.506167619081679680e-03 5.564105305862176694e-04
3.875000000000000000e+00 1.278346464418573247e-01 1.523937683855183583e-03 5.477877046030334629e-04
3.899999999999999911e+00 1.278163124328711986e-01 1.541716245862335098e-03 5.388185870855523090e-04
3.924999999999999822e+00 1.277902197338407764e-01 1.559517614127253239e-03 5.294077499672129742e-04
3.950000000000000178e+00 1.277566163425799539e-01 1.577358455018838855e-03 5.194804244459373882e-04
3.975000000000000089e+00 1.277159115677932166e-01 1.595258847672084658e-03 5.093771185489459272e-04
4.000000000000000000e+00 1.276686514486791435e-01 1.613238032014487544e-03 4.990213027134450139e-04
4.025000000000000355e+00 1.276154912491329063e-01 1.631315758365235562e-03 4.886174629699235753e-04
4.049999999999999822e+00 1.275571530633606010e-01 1.649510839056893058e-03 4.781581609948625813e-04
4.075000000000000178e+00 1.274943859123159329e-01 1.667841062216757556e-03 4.678259499116393114e-04
4.099999999999999645e+00 1.274279374119360042e-01 1.686326590927637913e-03 4.575997047271084775e-04
4.125000000000000000e+00 1.273585119367344198e-01 1.704988267901353608e-03 4.475732483716274562e-04
4.150000000000000355e+00 1.272867680350318609e-01 1.723848955157882305e-03 4.377922982654854425e-04
4.174999999999999822e+00 1.272133011723635687e-01 1.742932194764580320e-03 4.283598687573248777e-04
4.200000000000000178e+00 1.271386474135797473e-01 1.762260600097943211e-03 4.192674374062334893e-04
4.224999999999999645e+00 1.270632740346482048e-01 1.781854468875826436e-03 4.106680025644163907e-04
4.250000000000000000e+00 1.269875747612677630e-01 1.801731762167037374e-03 4.025840790801158212e-04
4.275000000000000355e+00 1.269118513307767038e-01 1.821906149069400143e-03 3.950834776436386287e-04
4.299999999999999822e+00 1.268363008564337979e-01 1.842387265792785802e-03 3.882559387337823869e-04
4.325000000000000178e+00 1.267610110866371487e-01 1.863180615399323819e-03 3.820690806714992292e-04
4.349999999999999645e+00 1.266859530840301895e-01 1.884286647768749438e-03 3.765823956755775690e-04
4.375000000000000000e+00 1.266109916630666632e-01 1.905701835004583802e-03 3.718067466236243328e-04
4.400000000000000355e+00 1.265358926303451759e-01 1.927417771561886276e-03 3.677275748563260996e-04
4.424999999999999822e+00 1.264603380238404629e-01 1.949421681271633084e-03 3.643545489433017864e-04
4.450000000000000178e+00 1.263839389171917127e-01 1.971696221981983355e-03 3.617120494374830605e-04
4.474999999999999645e+00 1.263062467849813408e-01 1.994218891216587367e-03 3.598249597741233117e-04
4.500000000000000000e+00 1.262267699781805252e-01 2.016964333304349828e-03 3.587269576664403104e-04
4.525000000000000355e+00 1.261449894059915033e-01 2.039905837619153568e-03 3.584503968583158074e-04
4.549999999999999822e+00 1.260603786631254442e-01 2.063017189032689130e-03 3.590739279491390336e-04
4.575000000000000178e+00 1.259724281330127371e-01 2.086275577852211242e-03 3.606920045912556747e-04
4.599999999999999645e+00 1.258806711159413672e-01 2.109662272436253240e-03 3.634242858060315060e-04
4.625000000000000000e+00 1.257847143532708212e-01 2.133162412609090203e-03 3.674096638553601339e-04
4.650000000000000355e+00 1.256842664373107321e-01 2.156764524632307899e-03 3.728284803732822379e-04
4.674999999999999822e+00 1.255791537848999773e-01 2.180460339356796087e-03 3.799022787107242003e-04
4.700000000000000178e+00 1.254693214471917506e-01 2.204245052298210543e-03 3.888098179300868845e-04
4.724999999999999645e+00 1.253548214104957814e-01 2.228116580528149027e-03 3.996205165162246471e-04
4.750000000000000000e+00 1.252357911401195401e-01 2.252075637181405812e-03 4.122588503239967982e-04
4.775000000000000355e+00 1.251124232329893782e-01 2.276125482655334039e-03 4.264484204258042039e-04
4.799999999999999822e+00 1.249849316169275026e-01 2.300271047036948988e-03 4.417304293068446183e-04
4.825000000000000178e+00 1.248535264889942542e-01 2.324517492671293421e-03 4.575405659920943249e-04
4.849999999999999645e+00 1.247183989532059112e-01 2.348866724113759206e-03 4.733798153988027406e-04
4.875000000000000000e+00 1.245797152996528934e-01 2.373315737136727065e-03 4.889323187143599985e-04
4.900000000000000355e+00 1.244376224913867207e-01 2.397856486758973699e-03 5.039885342516936930e-04
4.924999999999999822e+00 1.242922702368814553e-01 2.422479535188176714e-03 5.184008320091379332e-04
4.950000000000000178e+00 1.241438451666617704e-01 2.447179552977468350e-03 5.320562271994277179e-04
4.974999999999999645e+00 1.239925984977744561e-01 2.471961330372869203e-03 5.449117522636515729e-04
5.000000000000000000e+00 1.238388408956816455e-01 2.496843514916690775e-03 5.569716534540930996e-04
5.025000000000000355e+00 1.236828991920920079e-01 2.521857030790852251e-03 5.682749972766760766e-04
5.049999999999999822e+00 1.235250628292560576e-01 2.547039861635858222e-03 5.788576564708637845e-04
5.075000000000000178e+00 1.233655512514524183e-01 2.572429398236272292e-03 5.887582701546489666e-04
5.099999999999999645e+00 1.232045105797005824e-01 2.598056151946366143e-03 5.980027446363237777e-04
5.125000000000000000e+00 1.230420268743764589e-01 2.623941171778278528e-03 6.066207678357022357e-04
5.150000000000000355e+00 1.228781426592031462e-01 2.650097585962794041e-03 6.146750191891624856e-04
5.174999999999999822e+00 1.227128750709816779e-01 2.676535455637349317e-03 6.221854400393931955e-04
5.200000000000000178e+00 1.225462387453298968e-01 2.703267928498098802e-03 6.291965833265567064e-04
5.224999999999999645e+00 1.223782725132769034e-01 2.730312198063620990e-03 6.357004984727246876e-04
5.250000000000000000e+00 1.222090468194801383e-01 2.757692536556715247e-03 6.418187762524030140e-04
5.275000000000000355e+00 1.220386390675557708e-01 2.785436316928098857e-03 6.476084539556178172e-04
5.299999999999999822e+00 1.218671015466097768e-01 2.813570466591772644e-03 6.531699639585712702e-04
5.325000000000000178e+00 1.216944465691922189e-01 2.842115988750447061e-03 6.585571182411513978e-04
5.349999999999999645e+00 1.215206539873033703e-01 2.871083692849788361e-03 6.637933578418596381e-04
5.375000000000000000e+00 1.213456899075536083e-01 2.900473101383249652e-03 6.689736145918141882e-04
5.400000000000000355e+00 1.211695238043321299e-01 2.930277253726671846e-03 6.741559005605814690e-04
5.424999999999999822e+00 1.209921442242339190e-01 2.960493052005040270e-03 6.794057251152116946e-04
5.450000000000000178e+00 1.208135726054897496e-01 2.991132892978930462e-03 6.848588507238310020e-04
5.474999999999999645e+00 1.206338718117913184e-01 3.022225545221590877e-03 6.906299442391172381e-04
5.500000000000000000e+00 1.204531504828482841e-01 3.053807056444929856e-03 6.968285475171433077e-04
5.525000000000000355e+00 1.202715628662845149e-01 3.085902719738806057e-03 7.035500116599723019e-04
5.549999999999999822e+00 1.200893075556959955e-01 3.118511489908268926e-03 7.108240728978125521e-04
5.575000000000000178e+00 1.199066277028759953e-01 3.151598812895099570e-03 7.186433689439582131e-04
5.599999999999999645e+00 1.197238074608612812e-01 3.185100935320951936e-03 7.269606012025906601e-04
5.625000000000000000e+00 1.195411614730255701e-01 3.218938086407433473e-03 7.357387490395922826e-04
5.650000000000000355e+00 1.193590179510647387e-01 3.253030969956307618e-03 7.449502801813651705e-04
5.674999999999999822e+00 1.191777006604243100e-01 3.287315183351165269e-03 7.546068923133134130e-04
5.700000000000000178e+00 1.189975159397581583e-01 3.321750895345030371e-03 7.647133450293040454e-04
5.724999999999999645e+00 1.188187495326856191e-01 3.356325797471799814e-03 7.753014420675754127e-04
5.750000000000000000e+00 1.186416705931769705e-01 3.391053019008541045e-03 7.864054964462412157e-04
5.775000000000000355e+00 1.184665367025882071e-01 3.425965899263974049e-03 7.980445031731506385e-04
5.799999999999999822e+00 1.182935932440450366e-01 3.461112283909460307e-03 8.102459748828551257e-04
5.825000000000000178e+00 1.181230657271808010e-01 3.496548394385899736e-03 8.230045474680082202e-04
5.849999999999999645e+00 1.179551489576697310e-01 3.532334127228386935e-03 8.362819538975601414e-04
5.875000000000000000e+00 1.177900003446266108e-01 3.568530044235376092e-03 8.500772351428168656e-04
5.900000000000000355e+00 1.176277430851478123e-01 3.605196856686234286e-03 8.642801089343266595e-04
5.924999999999999822e+00 1.174684825746808159e-01 3.642396298270614372e-03 8.788770728730014919e-04
5.950000000000000178e+00 1.173123253016965517e-01 3.680193238695938021e-03 8.937914764435844631e-04
5.974999999999999645e+00 1.171594034801237277e-01 3.718656620773981136e-03 9.088749507151078211e-04
6.000000000000000000e+00 1.170098939612507771e-01 3.757862267278687732e-03 9.240856667907792208e-04
6.025000000000000355e+00 1.168640275306534054e-01 3.797893166786525665e-03 9.392629718538955978e-04
6.049999999999999822e+00 1.167220904445275681e-01 3.838842167946131690e-03 9.541834378374915724e-04
6.075000000000000178e+00 1.165844149333424840e-01 3.880810061005468201e-03 9.686808050035324502e-04
6.099999999999999645e+00 1.164513573733856888e-01 3.923896341022191023e-03 9.824759102346433161e-04
6.125000000000000000e+00 1.163232663392322203e-01 3.968190608563599599e-03 9.953003130198339720e-04
6.150000000000000355e+00 1.162004419826669632e-01 4.013759199494961773e-03 1.006888780285226026e-03
6.174999999999999822e+00 1.160830941598280375e-01 4.060627570561336705e-03 1.016976915790291855e-03
6.200000000000000178e+00 1.159713056844659113e-01 4.108765763849078073e-03 1.025397043749399009e-03
6.224999999999999645e+00 1.158650053062709046e-01 4.158072540010470872e-03 1.031987538153043664e-03
6.250000000000000000e+00 1.157639553907443830e-01 4.208375180084839712e-03 1.036685586917883515e-03
6.275000000000000355e+00 1.156677465097862290e-01 4.259433158425963289e-03 1.039534306343557453e-03
6.299999999999999822e+00 1.155758079481893214e-01 4.310960788715601476e-03 1.040602848602429709e-03
6.325000000000000178e+00 1.154874305964913167e-01 4.362656209560372873e-03 1.040024139194429056e-03
6.349999999999999645e+00 1.154017949228640649e-01 4.414230255188886405e-03 1.038004574208025669e-03
6.375000000000000000e+00 1.153180097259464687e-01 4.465428126528422741e-03 1.034718625978712234e-03
6.400000000000000355e+00 1.152351452949573335e-01 4.516039821215963625e-03 1.030466704746504491e-03
6.424999999999999822e+00 1.151522642846219274e-01 4.565901187062990779e-03 1.025564717192173781e-03
6.450000000000000178e+00 1.150684526745811981e-01 4.614892567641072814e-03 1.020313976879697266e-03
6.474999999999999645e+00 1.149828421156154912e-01 4.662941295646305488e-03 1.015217552705144138e-03
6.500000000000000000e+00 1.148946318860864235e-01 4.710027180379983830e-03 1.010670228720118771e-03
6.525000000000000355e+00 1.148031036903266744e-01 4.756184389042027866e-03 1.007040562420297679e-03
6.549999999999999822e+00 1.147076184982550318e-01 4.801485161705931932e-03 1.004851186415908282e-03
6.575000000000000178e+00 1.146076114951283670e-01 4.846012019221961932e-03 1.004304449265327982e-03
6.599999999999999645e+00 1.145025826047873091e-01 4.889821831127483601e-03 1.005529586970806176e-03
6.625000000000000000e+00 1.143920818210812235e-01 4.932922896813397157e-03 1.008602482013520830e-03
6.650000000000000355e+00 1.142757222701678982e-01 4.975263374318456173e-03 1.012973932321619992e-03
6.674999999999999822e+00 1.141531686688191244e-01 5.016743250858417963e-03 1.018447006797214283e-03
6.700000000000000178e+00 1.140241523820208353e-01 5.057230121490283344e-03 1.024366053463745662e-03
6.724999999999999645e+00 1.138884661824326044e-01 5.096582833233696992e-03 1.029716763796022921e-03
6.750000000000000000e+00 1.137459731129347312e-01 5.134665705860971298e-03 1.034182422642334134e-03
6.775000000000000355e+00 1.135966259521315747e-01 5.171366826395388042e-03 1.037407055505900613e-03
6.799999999999999822e+00 1.134404732766561147e-01 5.206623252517601080e-03 1.038850876173091778e-03
6.825000000000000178e+00 1.132776711461367103e-01 5.240446382383379467e-03 1.038264489974972168e-03
6.849999999999999645e+00 1.131084788216161485e-01 5.272940067415765944e-03 1.035757960013143197e-03
6.875000000000000000e+00 1.129332633591722673e-01 5.304307921280269379e-03 1.031679469037771919e-03
6.900000000000000355e+00 1.127524999233661257e-01 5.334836327860830417e-03 1.026324753690278056e-03
6.924999999999999822e+00 1.125667854255647388e-01 5.364859787844761252e-03 1.020004834205610542e-03
6.950000000000000178e+00 1.123768039405345920e-01 5.394730906765471228e-03 1.012559617626539003e-03
6.974999999999999645e+00 1.121833392433589371e-01 5.424804865631449417e-03 1.003916078414477048e-03
7.000000000000000000e+00 1.119872189121437212e-01 5.455425979242863738e-03 9.945704839316022155e-04
7.025000000000000355e+00 1.117892772417166253e-01 5.486928586981957255e-03 9.846851512622378788e-04
7.049999999999999822e+00 1.115903442931594353e-01 5.519618176547374383e-03 9.731948643697251348e-04
7.075000000000000178e+00 1.113912044282420605e-01 5.553755299314799138e-03 9.609300154363154510e-04
7.099999999999999645e+00 1.111925591612351188e-01 5.589544854593987699e-03 9.472015445600845797e-04
7.125000000000000000e+00 1.109949908352224207e-01 5.627121757420536566e-03 9.319057145687110761e-04
7.150000000000000355e+00 1.107989239822025351e-01 5.666560432011464969e-03 9.154382078806521175e-04
7.174999999999999822e+00 1.106046038413769500e-01 5.707872021893126320e-03 8.974126320666982355e-04
7.200000000000000178e+00 1.104121051266556547e-01 5.751022057507362319e-03 8.775912959223206586e-04
7.224999999999999645e+00 1.102213499218574755e-01 5.795955374138429643e-03 8.559466970742506510e-04
7.250000000000000000e+00 1.100321470063529011e-01 5.842604618351470228e-03 8.326310492331685581e-04
